,Customer,State,Customer Lifetime Value,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,response Rate
6523,JH73645,California,15190.65404,Basic,High School or Below,Unemployed,M,0,Suburban,Single,71,4.0,64,4.0,2,Personal Auto,Personal L3,Offer2,Call Center,839.593218,Four-Door Car,Medsize,0
6524,KE61355,Oregon,5272.703428,Basic,High School or Below,Employed,F,60260,Suburban,Married,66,14.0,84,0.0,3,Corporate Auto,Corporate L1,Offer2,Web,328.366827,Four-Door Car,Medsize,0
6525,KI17749,Oregon,2682.423898,Basic,High School or Below,Disabled,F,24823,Urban,Married,69,23.0,66,0.0,1,Personal Auto,Personal L1,Offer1,Agent,229.279059,Four-Door Car,Medsize,0
6526,LU63980,Nevada,2219.995914,Basic,College,Unemployed,M,0,Suburban,Married,62,0.0,83,0.0,1,Personal Auto,Personal L1,Offer1,Web,297.6,Two-Door Car,Large,0
6527,FE82005,Oregon,2345.129694,Basic,Bachelor,Medical Leave,F,26304,Suburban,Single,63,22.0,93,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,302.4,Four-Door Car,Medsize,0
6528,VT97066,Nevada,6674.44805,Extended,High School or Below,Unemployed,M,0,Suburban,Single,98,7.0,24,0.0,9,Personal Auto,Personal L3,Offer2,Call Center,931.648937,Two-Door Car,Medsize,0
6529,PK26805,California,2810.957053,Basic,High School or Below,Employed,M,20371,Suburban,Married,71,19.0,14,1.0,1,Personal Auto,Personal L2,Offer4,Call Center,340.8,Four-Door Car,Medsize,0
6530,EG62398,California,7998.143771,Basic,High School or Below,Employed,F,29066,Suburban,Married,100,15.149070740488469,51,0.384256105867471,3,Personal Auto,Personal L3,Offer2,Branch,844.229478,SUV,Medsize,0
6531,LM67096,Oregon,2127.92357,Basic,Bachelor,Unemployed,F,0,Rural,Divorced,61,11.0,6,1.0,1,Corporate Auto,Corporate L2,Offer1,Web,31.481852,Four-Door Car,Medsize,0
6532,YJ42538,Arizona,4035.68383,Basic,Bachelor,Employed,F,21359,Suburban,Married,101,25.0,5,0.0,1,Personal Auto,Personal L3,Offer4,Agent,484.8,Sports Car,Medsize,0
6533,XB43418,California,4815.851943,Extended,College,Employed,M,59438,Urban,Single,124,33.0,55,0.0,1,Special Auto,Special L2,Offer3,Branch,562.667789,SUV,Small,0
6534,DL61016,Oregon,4940.508153,Basic,College,Employed,M,65985,Rural,Single,71,3.0,47,5.0,4,Special Auto,Special L1,Offer2,Agent,42.43131,Four-Door Car,Medsize,0
6535,DB42794,California,4362.931238,Premium,College,Employed,M,58842,Suburban,Married,110,6.0,74,0.0,1,Personal Auto,Personal L1,Offer2,Branch,528.0,Four-Door Car,Medsize,1
6536,KI56154,Nevada,9048.983447,Basic,High School or Below,Unemployed,M,0,Suburban,Married,119,9.0,8,0.0,3,Personal Auto,Personal L1,Offer2,Web,571.2,Sports Car,Medsize,1
6537,OW84481,Nevada,2675.569927,Basic,High School or Below,Employed,M,67837,Suburban,Married,69,19.0,17,4.0,1,Personal Auto,Personal L3,Offer2,Agent,430.477436,Four-Door Car,Medsize,0
6538,YY12812,Nevada,8388.717011,Basic,Bachelor,Employed,F,87123,Rural,Married,69,13.0,87,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,118.468275,Four-Door Car,Large,0
6539,SC30127,California,9244.351881,Extended,Doctor,Medical Leave,F,12081,Suburban,Divorced,82,18.0,18,0.0,2,Personal Auto,Personal L3,Offer3,Agent,548.064933,Two-Door Car,Medsize,0
6540,SV46904,California,6904.081112,Extended,High School or Below,Unemployed,F,0,Suburban,Single,98,26.0,31,0.0,4,Personal Auto,Personal L2,Offer2,Agent,1032.329445,Four-Door Car,Medsize,0
6541,XG14438,Arizona,13727.79972,Extended,College,Unemployed,M,0,Suburban,Single,126,12.0,4,0.0,2,Personal Auto,Personal L3,Offer1,Agent,604.8,SUV,Medsize,1
6542,FX55409,Oregon,8229.240991,Basic,Master,Unemployed,F,0,Urban,Married,109,5.0,63,0.0,3,Personal Auto,Personal L2,Offer3,Web,298.636534,SUV,Medsize,0
6543,DU18362,California,3530.007745,Premium,Bachelor,Unemployed,M,0,Suburban,Single,108,7.0,55,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,777.6,Two-Door Car,Medsize,0
6544,YT46746,Oregon,6459.640942,Extended,College,Employed,F,24290,Suburban,Married,82,15.0,84,0.0,8,Personal Auto,Personal L1,Offer4,Branch,393.6,Four-Door Car,Medsize,0
6545,OT36536,Oregon,5232.454958,Basic,Bachelor,Employed,M,41596,Suburban,Married,66,12.0,12,0.0,5,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,0
6546,FI61655,Arizona,2549.998419,Basic,Bachelor,Employed,M,31213,Suburban,Married,65,0.0,29,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,312.0,Four-Door Car,Medsize,0
6547,OY94707,California,3609.798318,Extended,College,Employed,M,58297,Suburban,Married,97,19.0,94,5.0,1,Special Auto,Special L3,Offer1,Agent,647.039443,Four-Door Car,Small,0
6548,LU89008,Arizona,5955.544552,Extended,College,Unemployed,F,0,Suburban,Single,83,35.0,87,0.0,8,Personal Auto,Personal L3,Offer1,Agent,628.023494,Four-Door Car,Medsize,0
6549,UG42487,Arizona,9806.215757,Extended,High School or Below,Unemployed,F,0,Suburban,Single,87,15.0,26,0.0,2,Personal Auto,Personal L3,Offer1,Agent,626.4,Four-Door Car,Medsize,0
6550,FA15338,Arizona,13569.24071,Basic,High School or Below,Medical Leave,M,20978,Suburban,Married,70,35.0,20,0.0,2,Personal Auto,Personal L2,Offer4,Branch,336.0,Two-Door Car,Medsize,0
6551,PS78418,Oregon,5773.90039,Basic,Bachelor,Employed,M,52278,Urban,Married,73,31.0,91,0.0,3,Personal Auto,Personal L2,Offer1,Branch,234.997994,Two-Door Car,Medsize,0
6552,AX10148,California,2409.368488,Basic,Bachelor,Unemployed,F,0,Suburban,Married,66,3.0,97,0.0,1,Personal Auto,Personal L2,Offer4,Web,316.8,Four-Door Car,Medsize,0
6553,ET47892,Oregon,12280.76661,Premium,College,Employed,M,88340,Suburban,Married,102,16.0,1,0.0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,Two-Door Car,Medsize,1
6554,WI57118,California,6701.571657,Extended,College,Employed,M,56398,Suburban,Married,85,4.0,18,0.0,7,Personal Auto,Personal L3,Offer4,Agent,408.0,Four-Door Car,Small,0
6555,GL49408,California,6762.082924,Extended,Doctor,Employed,M,40372,Rural,Married,85,15.0,17,0.0,4,Corporate Auto,Corporate L2,Offer3,Branch,76.975713,Four-Door Car,Medsize,0
6556,XC32316,Arizona,9657.579498,Extended,High School or Below,Unemployed,M,0,Suburban,Married,131,34.0,61,0.0,9,Corporate Auto,Corporate L1,Offer1,Agent,628.8,SUV,Medsize,1
6557,LJ43988,California,20492.7355,Premium,Master,Employed,F,27317,Suburban,Married,102,30.0,12,0.0,2,Personal Auto,Personal L2,Offer3,Agent,489.6,Four-Door Car,Medsize,0
6558,UG35090,California,6045.625114,Extended,College,Employed,F,82399,Rural,Single,77,18.0,15,3.0,9,Personal Auto,Personal L3,Offer2,Agent,31.668965,Four-Door Car,Medsize,0
6559,SG96896,Oregon,14703.13246,Basic,High School or Below,Unemployed,M,0,Suburban,Single,71,16.0,30,1.0,2,Personal Auto,Personal L3,Offer1,Call Center,819.576016,Four-Door Car,Small,0
6560,FH36069,Arizona,21101.21422,Basic,College,Employed,F,61347,Suburban,Married,106,27.0,66,0.0,2,Personal Auto,Personal L2,Offer4,Branch,604.237801,Four-Door Car,Medsize,0
6561,YL34043,Nevada,3758.950734,Extended,Bachelor,Employed,F,58300,Rural,Married,94,25.0,55,0.0,1,Personal Auto,Personal L3,Offer1,Branch,24.04838,Four-Door Car,Medsize,0
6562,JO64487,California,6943.741598,Extended,High School or Below,Unemployed,F,0,Suburban,Single,76,4.0,43,5.0,2,Special Auto,Special L2,Offer1,Agent,547.2,Four-Door Car,Large,0
6563,WF91295,Oregon,4254.620669,Basic,High School or Below,Disabled,F,11904,Suburban,Single,61,34.0,11,2.0,3,Personal Auto,Personal L2,Offer1,Web,292.8,Two-Door Car,Small,1
6564,IU94124,Arizona,18708.75831,Extended,College,Unemployed,M,0,Suburban,Single,77,10.0,36,1.0,2,Personal Auto,Personal L3,Offer1,Branch,554.4,Four-Door Car,Small,0
6565,TB77524,California,8048.371634,Basic,College,Unemployed,F,0,Suburban,Single,116,24.0,90,0.0,9,Personal Auto,Personal L3,Offer2,Branch,1339.303486,SUV,Medsize,1
6566,JG21385,California,8715.945469,Extended,Bachelor,Unemployed,M,0,Suburban,Single,84,33.0,20,0.0,2,Personal Auto,Personal L3,Offer3,Branch,604.8,Four-Door Car,Medsize,0
6567,MW48891,Washington,8007.399376,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Four-Door Car,Medsize,1
6568,VI12468,Oregon,35013.54166,Extended,Bachelor,Unemployed,F,0,Urban,Married,133,1.0,85,0.0,2,Personal Auto,Personal L2,Offer2,Branch,532.747291,SUV,Medsize,0
6569,ML38237,California,8869.631143,Basic,High School or Below,Unemployed,F,0,Suburban,Married,119,12.0,57,0.0,4,Corporate Auto,Corporate L1,Offer1,Agent,571.2,SUV,Medsize,0
6570,KQ50003,Arizona,27890.0576,Extended,High School or Below,Employed,F,46546,Urban,Divorced,99,9.0,64,0.0,2,Special Auto,Special L1,Offer1,Branch,319.105565,Four-Door Car,Medsize,0
6571,WF50693,Oregon,4836.21886,Extended,High School or Below,Disabled,M,16450,Suburban,Married,128,6.0,81,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,871.484565,SUV,Medsize,0
6572,VH94792,California,4433.694028,Basic,Bachelor,Unemployed,F,0,Suburban,Single,65,7.0,22,0.0,6,Special Auto,Special L3,Offer2,Web,312.0,Four-Door Car,Medsize,0
6573,LU37653,Oregon,10114.98621,Extended,College,Employed,F,74001,Urban,Married,84,16.0,0,0.0,2,Corporate Auto,Corporate L3,Offer4,Call Center,224.265232,Four-Door Car,Medsize,0
6574,KC67431,California,10517.15638,Extended,College,Employed,F,46707,Rural,Married,133,7.0,9,0.0,8,Personal Auto,Personal L2,Offer3,Branch,80.70505,Sports Car,Medsize,0
6575,JV44724,Arizona,10255.80275,Basic,Bachelor,Unemployed,M,0,Suburban,Single,102,17.0,77,0.0,2,Personal Auto,Personal L3,Offer1,Agent,734.4,Sports Car,Medsize,0
6576,TX35222,Washington,11618.55713,Premium,College,Employed,F,27750,Suburban,Married,297,28.0,25,1.0,1,Personal Auto,Personal L2,Offer1,Branch,1425.6,Luxury Car,Medsize,0
6577,VL58402,Washington,2580.849899,Basic,College,Employed,M,46900,Suburban,Married,66,13.0,59,0.0,1,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize,1
6578,GM16780,Oregon,36057.53702,Extended,College,Employed,M,90330,Rural,Single,137,15.149070740488469,86,0.384256105867471,2,Corporate Auto,Corporate L3,Offer1,Call Center,192.085299,Sports Car,Medsize,0
6579,LD76400,California,31316.61358,Extended,Bachelor,Employed,F,42522,Suburban,Married,132,3.0,85,0.0,2,Corporate Auto,Corporate L1,Offer3,Agent,909.876614,SUV,Medsize,0
6580,YV73432,Oregon,23187.14574,Basic,College,Employed,M,58466,Suburban,Married,66,7.0,79,1.0,2,Personal Auto,Personal L3,Offer4,Branch,316.8,Two-Door Car,Medsize,0
6581,PY57181,Oregon,9416.474669,Extended,College,Unemployed,M,0,Suburban,Married,86,9.0,83,1.0,2,Personal Auto,Personal L3,Offer2,Call Center,412.8,Four-Door Car,Medsize,0
6582,QQ39596,Arizona,2517.533581,Basic,College,Unemployed,F,0,Rural,Married,69,2.0,71,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,42.096415,Four-Door Car,Medsize,0
6583,CR56473,Nevada,5252.511788,Basic,High School or Below,Unemployed,M,0,Suburban,Single,74,15.149070740488469,62,0.384256105867471,3,Corporate Auto,Corporate L3,Offer1,Agent,532.8,Four-Door Car,Medsize,0
6584,QC93181,California,25464.82059,Extended,College,Retired,F,13663,Suburban,Single,97,1.0,66,0.0,2,Corporate Auto,Corporate L1,Offer1,Branch,465.6,Four-Door Car,Small,1
6585,SQ60915,Arizona,3895.961837,Extended,High School or Below,Employed,M,35970,Suburban,Divorced,98,29.0,81,0.0,1,Corporate Auto,Corporate L3,Offer3,Call Center,470.4,Four-Door Car,Large,0
6586,DU60004,Nevada,3560.628183,Extended,College,Employed,F,76769,Rural,Married,88,6.0,91,0.0,1,Corporate Auto,Corporate L2,Offer2,Web,170.106831,Four-Door Car,Medsize,0
6587,LC87490,Arizona,2248.449633,Basic,Bachelor,Retired,F,24910,Suburban,Single,63,7.0,63,1.0,1,Personal Auto,Personal L3,Offer1,Branch,347.857619,Four-Door Car,Medsize,1
6588,YU35386,California,5600.010179,Basic,Bachelor,Employed,F,63621,Suburban,Married,70,8.0,48,0.0,5,Personal Auto,Personal L3,Offer4,Call Center,444.620265,Four-Door Car,Medsize,1
6589,DR68556,Oregon,7857.357595,Basic,High School or Below,Employed,M,85067,Urban,Married,65,34.0,51,0.0,2,Personal Auto,Personal L3,Offer2,Branch,256.242825,Four-Door Car,Medsize,0
6590,FB23788,Oregon,8828.834957,Basic,High School or Below,Employed,M,86721,Suburban,Divorced,111,33.0,10,0.0,3,Corporate Auto,Corporate L2,Offer4,Call Center,532.8,Four-Door Car,Medsize,0
6591,EA23961,California,5166.190278,Basic,College,Employed,F,80797,Urban,Married,64,21.0,47,0.0,9,Personal Auto,Personal L1,Offer2,Web,300.940297,Four-Door Car,Small,0
6592,RE36747,Nevada,3034.771777,Extended,High School or Below,Medical Leave,M,17308,Suburban,Married,82,10.0,86,0.0,1,Personal Auto,Personal L2,Offer2,Branch,874.324338,Four-Door Car,Small,0
6593,IA67715,California,7720.155885,Basic,High School or Below,Employed,F,67332,Suburban,Married,192,15.149070740488469,10,0.384256105867471,1,Personal Auto,Personal L2,Offer4,Branch,921.6,Luxury Car,Medsize,0
6594,SR30440,California,8649.175023,Basic,College,Employed,F,43383,Suburban,Married,109,7.0,60,0.0,8,Personal Auto,Personal L1,Offer3,Branch,757.593913,SUV,Medsize,0
6595,FF58467,Arizona,5090.781344,Basic,Master,Employed,F,93018,Rural,Divorced,63,5.0,90,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,135.382194,Four-Door Car,Medsize,0
6596,VX85673,Arizona,4250.282624,Basic,High School or Below,Unemployed,F,0,Suburban,Single,61,17.0,1,1.0,7,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Small,1
6597,RR37715,Oregon,8435.176463,Basic,Bachelor,Employed,M,64692,Suburban,Married,70,17.0,80,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,336.0,Two-Door Car,Small,0
6598,AA16582,Washington,24127.50402,Basic,Bachelor,Medical Leave,M,14072,Suburban,Divorced,71,13.0,3,0.0,2,Personal Auto,Personal L2,Offer1,Agent,511.2,Four-Door Car,Medsize,1
6599,MC73302,Oregon,5511.033294,Basic,Bachelor,Employed,F,36267,Urban,Married,69,21.0,1,0.0,8,Personal Auto,Personal L1,Offer1,Agent,263.454037,Four-Door Car,Medsize,0
6600,KG63751,Washington,6751.437153,Extended,High School or Below,Unemployed,M,0,Suburban,Married,95,14.0,78,0.0,9,Personal Auto,Personal L3,Offer1,Agent,456.0,Four-Door Car,Small,0
6601,RO89785,Oregon,3508.569533,Extended,College,Medical Leave,M,20978,Suburban,Married,98,19.0,96,1.0,1,Personal Auto,Personal L3,Offer2,Branch,1176.2788,Four-Door Car,Small,1
6602,VC70716,Arizona,9657.579498,Extended,High School or Below,Unemployed,M,0,Suburban,Married,131,34.0,61,0.0,9,Corporate Auto,Corporate L3,Offer1,Agent,628.8,SUV,Medsize,1
6603,YL86561,Oregon,5141.976413,Basic,High School or Below,Employed,M,60277,Rural,Married,65,32.0,19,0.0,7,Personal Auto,Personal L1,Offer3,Web,146.390518,Four-Door Car,Medsize,0
6604,IJ50779,Washington,12298.6863,Basic,High School or Below,Medical Leave,M,17101,Suburban,Single,113,1.0,88,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,542.4,SUV,Medsize,1
6605,HI26883,California,6290.699249,Extended,Bachelor,Unemployed,M,0,Suburban,Single,95,11.0,23,0.0,5,Personal Auto,Personal L2,Offer1,Branch,684.0,Two-Door Car,Medsize,0
6606,LT24477,California,8605.495006,Basic,High School or Below,Employed,M,47589,Rural,Married,109,35.0,44,1.0,7,Personal Auto,Personal L2,Offer1,Agent,110.529874,SUV,Medsize,0
6607,VI14730,Oregon,8382.630118,Basic,High School or Below,Retired,M,19683,Suburban,Married,117,17.0,41,1.0,9,Personal Auto,Personal L2,Offer1,Web,561.6,Four-Door Car,Medsize,1
6608,UQ13133,Nevada,2608.786334,Basic,Master,Employed,M,61567,Rural,Married,65,35.0,78,0.0,1,Personal Auto,Personal L1,Offer4,Branch,39.532978,Four-Door Car,Small,0
6609,FX12602,Oregon,19927.63513,Basic,High School or Below,Employed,M,51352,Rural,Divorced,66,21.0,87,3.0,2,Personal Auto,Personal L2,Offer1,Branch,95.661376,Four-Door Car,Medsize,0
6610,HZ47488,California,2860.747385,Basic,Doctor,Employed,M,27907,Suburban,Divorced,74,3.0,38,1.0,1,Personal Auto,Personal L2,Offer3,Call Center,406.439436,Four-Door Car,Medsize,0
6611,FQ66070,California,8491.020256,Basic,College,Employed,M,62076,Urban,Married,71,25.0,82,0.0,2,Personal Auto,Personal L2,Offer3,Branch,227.225113,Four-Door Car,Medsize,0
6612,LQ31287,Oregon,6866.093807,Basic,College,Unemployed,F,0,Rural,Divorced,64,18.0,59,0.0,2,Personal Auto,Personal L3,Offer1,Agent,40.44586,Two-Door Car,Medsize,0
6613,GB14456,Nevada,22337.1631,Extended,High School or Below,Unemployed,M,0,Suburban,Single,130,9.0,43,0.0,2,Personal Auto,Personal L2,Offer1,Branch,1376.910777,SUV,Large,0
6614,CS55808,California,9392.557553,Extended,College,Unemployed,M,0,Suburban,Single,88,4.0,52,0.0,2,Personal Auto,Personal L3,Offer3,Branch,851.146266,Four-Door Car,Medsize,0
6615,BM45823,Oregon,3173.032243,Premium,College,Unemployed,M,0,Suburban,Married,101,34.0,52,4.0,1,Personal Auto,Personal L3,Offer1,Call Center,484.8,Four-Door Car,Small,0
6616,KK27683,Nevada,4013.849907,Basic,High School or Below,Disabled,F,15413,Suburban,Married,106,4.0,67,0.0,1,Personal Auto,Personal L1,Offer2,Branch,508.8,SUV,Large,0
6617,YA14448,Arizona,5996.065073,Extended,College,Unemployed,F,0,Suburban,Married,83,5.0,59,0.0,9,Personal Auto,Personal L2,Offer4,Branch,398.4,Four-Door Car,Medsize,0
6618,UN39066,Washington,4389.279424,Basic,Bachelor,Employed,M,26676,Suburban,Married,112,7.0,96,0.0,1,Personal Auto,Personal L3,Offer2,Agent,537.6,SUV,Large,0
6619,CM38959,California,8033.910862,Basic,College,Employed,F,70311,Suburban,Married,66,18.0,15,0.0,2,Personal Auto,Personal L3,Offer1,Branch,341.395103,Two-Door Car,Medsize,0
6620,RB49468,Oregon,7511.660568,Basic,Bachelor,Unemployed,F,0,Suburban,Single,70,9.0,96,0.0,2,Personal Auto,Personal L3,Offer1,Branch,340.201412,Four-Door Car,Medsize,0
6621,BB65725,California,8061.198798,Basic,College,Employed,M,57293,Urban,Married,102,15.149070740488469,87,0.384256105867471,7,Corporate Auto,Corporate L3,Offer1,Agent,347.996042,Four-Door Car,Medsize,0
6622,AM30008,California,14131.12134,Basic,High School or Below,Employed,M,28327,Suburban,Single,185,15.149070740488469,26,0.384256105867471,3,Personal Auto,Personal L2,Offer4,Web,888.0,Luxury Car,Medsize,0
6623,GN45013,Oregon,5385.853211,Basic,High School or Below,Medical Leave,M,29664,Suburban,Married,71,1.0,69,0.0,3,Personal Auto,Personal L1,Offer1,Agent,340.8,Four-Door Car,Medsize,0
6624,UH41125,Arizona,2227.072755,Basic,High School or Below,Retired,M,27972,Suburban,Married,61,7.0,38,0.0,1,Personal Auto,Personal L3,Offer3,Web,292.8,Four-Door Car,Medsize,1
6625,XA32915,Nevada,2199.73952,Basic,High School or Below,Unemployed,M,0,Suburban,Single,64,21.0,5,0.0,1,Personal Auto,Personal L3,Offer4,Branch,685.456738,Two-Door Car,Small,0
6626,OA89218,Nevada,11660.57298,Premium,College,Employed,F,21506,Suburban,Divorced,151,11.0,42,0.0,4,Personal Auto,Personal L3,Offer2,Agent,826.658992,Sports Car,Medsize,0
6627,JE98863,Arizona,3910.697956,Extended,Bachelor,Employed,F,58713,Suburban,Married,98,8.0,4,0.0,1,Special Auto,Special L1,Offer1,Agent,470.4,Four-Door Car,Small,0
6628,SH44158,Oregon,2305.056048,Basic,Bachelor,Unemployed,M,0,Suburban,Married,63,33.0,34,0.0,1,Special Auto,Special L3,Offer4,Call Center,327.685301,Four-Door Car,Large,0
6629,BV35683,Arizona,8256.2978,Basic,Bachelor,Employed,F,62902,Rural,Married,69,14.0,94,0.0,2,Personal Auto,Personal L3,Offer2,Web,159.383042,Two-Door Car,Medsize,1
6630,SZ16483,Arizona,4361.372941,Premium,High School or Below,Employed,F,79583,Suburban,Married,109,12.0,76,2.0,1,Personal Auto,Personal L3,Offer1,Agent,523.2,Four-Door Car,Medsize,0
6631,MG53211,California,3237.923545,Extended,College,Employed,F,60097,Urban,Single,82,11.0,62,0.0,1,Personal Auto,Personal L3,Offer3,Branch,278.735779,Four-Door Car,Medsize,0
6632,NU22358,Washington,5181.620895,Basic,Master,Employed,F,97131,Suburban,Married,64,5.0,80,0.0,6,Special Auto,Special L2,Offer2,Agent,307.2,Four-Door Car,Small,1
6633,HS88081,California,6480.681366,Extended,High School or Below,Employed,F,42846,Urban,Married,81,14.0,42,0.0,4,Corporate Auto,Corporate L1,Offer1,Branch,286.142521,Four-Door Car,Medsize,0
6634,QW17940,California,2700.985899,Basic,High School or Below,Employed,M,79292,Rural,Married,67,18.0,58,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,55.394702,Four-Door Car,Medsize,0
6635,WO25669,Oregon,35692.17157,Basic,High School or Below,Unemployed,F,0,Suburban,Married,102,10.0,90,0.0,2,Personal Auto,Personal L1,Offer1,Branch,1123.212014,SUV,Medsize,0
6636,NH19236,Arizona,2357.503128,Basic,Master,Unemployed,M,0,Urban,Married,64,25.0,80,0.0,1,Personal Auto,Personal L3,Offer2,Branch,199.791024,Four-Door Car,Medsize,0
6637,KM18818,California,2590.654042,Basic,College,Employed,F,25981,Rural,Married,65,33.0,38,0.0,1,Personal Auto,Personal L3,Offer1,Agent,77.54669,Two-Door Car,Large,1
6638,VS19949,Nevada,2897.620704,Basic,Bachelor,Employed,M,54337,Suburban,Married,72,27.0,7,0.0,1,Personal Auto,Personal L2,Offer3,Web,345.6,Four-Door Car,Medsize,0
6639,KY38074,California,13891.73567,Premium,Bachelor,Employed,M,42305,Suburban,Married,117,10.0,62,0.0,2,Personal Auto,Personal L3,Offer1,Agent,561.6,Four-Door Car,Small,0
